timestamp,total_score,base_score,bonus,interaction_bonus,bias,spot_ltp,market_regime,dte,reason
2026-07-14 11:32:50,55,55,0,0,CALL,24133.65,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:33:50,55,55,0,0,CALL,24133.35,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:34:50,55,55,0,0,CALL,24130.45,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:35:50,55,55,0,0,CALL,24131.1,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:36:51,55,55,0,0,CALL,24124.5,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:37:51,55,55,0,0,CALL,24116.9,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:38:52,55,55,0,0,CALL,24114.35,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:39:52,55,55,0,0,CALL,24115.3,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:40:52,55,55,0,0,CALL,24119.2,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:41:53,55,55,0,0,CALL,24105.7,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:42:53,55,55,0,0,CALL,24107.15,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:43:53,55,55,0,0,CALL,24104.1,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:44:53,55,55,0,0,CALL,24104.05,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:47:54,55,55,0,0,CALL,24109.4,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:48:54,60,55,0,5,CALL,24112.55,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:49:54,60,55,0,5,CALL,24109.55,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:50:55,55,55,0,0,CALL,24115.3,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:51:55,55,55,0,0,CALL,24123.75,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:52:55,60,55,0,5,CALL,24124,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:53:55,60,55,0,5,CALL,24115,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:54:55,60,55,0,5,CALL,24109.85,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:55:56,55,55,0,0,CALL,24104.65,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:56:56,55,55,0,0,CALL,24098.1,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 11:57:56,45,45,0,0,PUT,24097.05,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 11:58:56,45,45,0,0,PUT,24098,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 11:59:57,50,45,0,5,PUT,24102.45,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:00:57,45,45,0,0,PUT,24105.1,LOW_VOLATILITY_BULLISH,0,Rejected
2026-07-14 12:01:57,55,55,0,0,CALL,24107.15,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:02:58,55,55,0,0,CALL,24114.65,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:03:58,55,55,0,0,CALL,24109.85,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:04:58,55,55,0,0,CALL,24106.85,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:05:58,55,55,0,0,CALL,24104.35,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:06:59,55,55,0,0,CALL,24097.9,LOW_VOLATILITY_BULLISH,0,Accepted
2026-07-14 12:07:59,45,45,0,0,PUT,24089.3,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:08:59,45,45,0,0,PUT,24091.1,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:09:59,45,45,0,0,PUT,24096.15,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:11:00,45,45,0,0,PUT,24092.1,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:12:00,45,45,0,0,PUT,24097.15,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:13:00,45,45,0,0,PUT,24094.55,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:14:01,45,45,0,0,PUT,24093.4,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:15:01,45,45,0,0,PUT,24091.5,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:16:01,45,45,0,0,PUT,24076.05,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:17:01,45,45,0,0,PUT,24080.5,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:18:01,45,45,0,0,PUT,24079.4,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:19:02,45,45,0,0,PUT,24080.5,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:20:02,45,45,0,0,PUT,24085.9,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:21:02,45,45,0,0,PUT,24076,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:22:03,45,45,0,0,PUT,24080.6,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:23:03,45,45,0,0,PUT,24077.85,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:24:03,50,45,0,5,PUT,24080.1,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:25:03,50,45,0,5,PUT,24080.45,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:26:03,45,45,0,0,PUT,24078.4,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:27:04,45,45,0,0,PUT,24072.65,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:28:04,45,45,0,0,PUT,24069.95,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:29:07,45,45,0,0,PUT,24061,LOW_VOLATILITY_BEARISH,0,Rejected
2026-07-14 12:30:07,58,55,0,3,PUT,24058.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:08,58,55,0,3,PUT,24058.5,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:09,58,55,0,3,PUT,24058.55,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:10,58,55,0,3,PUT,24059.6,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:11,58,55,0,3,PUT,24058.55,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:13,58,55,0,3,PUT,24058.85,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:14,58,55,0,3,PUT,24058.25,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:15,58,55,0,3,PUT,24060.2,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:16,58,55,0,3,PUT,24058.95,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:17,58,55,0,3,PUT,24058.6,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:18,58,55,0,3,PUT,24058.65,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:19,58,55,0,3,PUT,24058.25,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:20,58,55,0,3,PUT,24058.5,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:21,58,55,0,3,PUT,24058.95,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:22,58,55,0,3,PUT,24058.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:24,58,55,0,3,PUT,24057.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:25,58,55,0,3,PUT,24059.7,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:26,58,55,0,3,PUT,24060.25,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:27,58,55,0,3,PUT,24060.35,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:28,58,55,0,3,PUT,24061.05,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:29,58,55,0,3,PUT,24059.6,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:30,58,55,0,3,PUT,24061.6,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:31,58,55,0,3,PUT,24061.55,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:32,58,55,0,3,PUT,24062.6,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:34,58,55,0,3,PUT,24062.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:35,58,55,0,3,PUT,24063.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:36,58,55,0,3,PUT,24063.4,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:37,58,55,0,3,PUT,24064.4,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:38,58,55,0,3,PUT,24065.45,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:39,58,55,0,3,PUT,24065.75,LOW_VOLATILITY_BEARISH,0,Accepted
2026-07-14 12:30:40,58,55,0,3,PUT,24066.3,LOW_VOLATILITY_BEARISH,0,Accepted
